id,children,depth,followers,has_steps,hierarchy,prerequisites,progress_id,root_id,root_title,title,topological_index,is_deprecated,theory,root_subgroup_title,parent_id,verification_step,url
603,[],3,"[984, 822]",True,"[525, 1221, 822]","[643, 545]",2-603,525,Math,Events,1133,False,7892,Probability,822,12535,https://hyperskill.org/topics/603
984,[],3,"[954, 1101, 1683, 822]",True,"[525, 1221, 822]",[603],2-984,525,Math,The concept of probability,1134,False,10538,Probability,822,10539,https://hyperskill.org/topics/984
954,[],3,"[1680, 1840, 1000, 986, 822]",True,"[525, 1221, 822]",[984],2-954,525,Math,Conditional probability,1135,False,10348,Probability,822,10351,https://hyperskill.org/topics/954
1000,[],3,"[1546, 986, 1032, 822]",True,"[525, 1221, 822]",[954],2-1000,525,Math,"Rules of sum, product, and complement",1157,False,10637,Probability,822,10655,https://hyperskill.org/topics/1000
1202,"[481, 635, 427]",3,[331],False,"[1162, 1164, 331]","[481, 635, 427]",2-1202,1162,Computer science,Working with data,1173,False,,Programming languages,331,,https://hyperskill.org/topics/1202
1852,"[1748, 1808, 1337]",3,[1141],False,"[525, 1923, 1141]","[1748, 1808, 1337]",2-1852,525,Math,Matrix decomposition,1176,False,,Algebra,1141,,https://hyperskill.org/topics/1852
1174,[],3,[907],True,"[1162, 962, 907]","[429, 915, 350]",2-1174,1162,Computer science,Levenshtein distance,1180,False,12155,Data science,907,12161,https://hyperskill.org/topics/1174
1179,"[467, 904, 712, 905, 543]",3,[446],False,"[1162, 1166, 446]","[467, 904, 712, 905, 543]",2-1179,1162,Computer science,Templates,1183,False,,Backend,446,,https://hyperskill.org/topics/1179
762,"[1025, 698, 704, 729, 1103, 807, 1998, 730]",3,[620],False,"[1162, 1164, 620]","[1025, 698, 704, 729, 1103, 807, 1998, 730]",2-762,1162,Computer science,Interaction with a browser,1185,False,,Programming languages,620,,https://hyperskill.org/topics/762
1182,"[544, 568, 586, 602]",3,[446],False,"[1162, 1166, 446]","[544, 568, 586, 602]",2-1182,1162,Computer science,Forms,1193,False,,Backend,446,,https://hyperskill.org/topics/1182
1546,[],3,"[1717, 1771, 1845]",True,"[525, 1221, 1771]",[1000],2-1546,525,Math,Discrete random variable,1196,False,14841,Probability,1771,,https://hyperskill.org/topics/1546
986,[],3,"[1679, 822]",True,"[525, 1221, 822]","[954, 1000]",2-986,525,Math,Bayes theorem,1197,False,10579,Probability,822,10581,https://hyperskill.org/topics/986
1215,"[187, 355, 79, 174, 47]",3,[73],False,"[1162, 1164, 73]","[187, 355, 79, 174, 47]",2-1215,1162,Computer science,Working with data,1204,False,,Programming languages,73,,https://hyperskill.org/topics/1215
1898,[1900],3,[737],False,"[1162, 1164, 737]",[1900],2-1898,1162,Computer science,Code style,1208,False,,Programming languages,737,,https://hyperskill.org/topics/1898
758,"[638, 893, 662]",3,[620],False,"[1162, 1164, 620]","[638, 893, 662]",2-758,1162,Computer science,Code style,1225,False,,Programming languages,620,,https://hyperskill.org/topics/758
1717,[],3,"[1792, 1771]",True,"[525, 1221, 1771]",[1546],2-1717,525,Math,Special discrete distributions,1226,False,16083,Probability,1771,,https://hyperskill.org/topics/1717
1020,"[1021, 1048]",3,[540],False,"[1162, 610, 540]","[1021, 1048]",2-1020,1162,Computer science,Tables,1230,False,,Frontend,540,,https://hyperskill.org/topics/1020
750,"[1780, 1995, 553, 786]",3,[540],False,"[1162, 610, 540]","[1780, 1995, 553, 786]",2-750,1162,Computer science,Media files,1232,False,,Frontend,540,,https://hyperskill.org/topics/750
1792,[],3,[1771],True,"[525, 1221, 1771]",[1717],2-1792,525,Math,Expected value of discrete random variable,1240,False,16751,Probability,1771,,https://hyperskill.org/topics/1792
1869,"[1873, 1871, 1870, 1905]",3,[1863],False,"[1162, 1166, 1863]","[1873, 1871, 1870, 1905]",2-1869,1162,Computer science,Advanced application configuration,1259,False,,Backend,1863,,https://hyperskill.org/topics/1869
1544,"[1820, 1793, 778, 1545, 1821, 1822, 785, 808]",3,[1141],False,"[525, 1923, 1141]","[1820, 1793, 778, 1545, 1821, 1822, 785, 808]",2-1544,525,Math,Vectors and vector spaces,1269,False,,Algebra,1141,,https://hyperskill.org/topics/1544
1204,"[1556, 1302, 1562, 1675]",3,[331],False,"[1162, 1164, 331]","[1556, 1302, 1562, 1675]",2-1204,1162,Computer science,Additional instruments,1274,False,,Programming languages,331,,https://hyperskill.org/topics/1204
436,"[1524, 1128, 1528, 1130, 1129]",3,[209],False,"[1162, 1164, 209]","[1524, 1128, 1528, 1130, 1129]",2-436,1162,Computer science,Object-oriented programming,1293,False,,Programming languages,209,,https://hyperskill.org/topics/436
1258,"[1670, 76, 950, 196, 95, 251, 158]",3,[73],False,"[1162, 1164, 73]","[1670, 76, 950, 196, 95, 251, 158]",2-1258,1162,Computer science,Code organization,1298,False,,Programming languages,73,,https://hyperskill.org/topics/1258
150,[],3,"[310, 1299, 1583, 126]",True,"[1162, 1163, 126]",[191],2-150,1162,Computer science,JVM components,1300,False,3509,Fundamentals,126,3253,https://hyperskill.org/topics/150
969,[],3,"[1054, 1344, 1068, 907]",True,"[1162, 962, 907]",[777],2-969,1162,Computer science,Intro to text representations,1307,False,10443,Data science,907,10449,https://hyperskill.org/topics/969
1054,[],3,"[1055, 907]",True,"[1162, 962, 907]","[970, 969]",2-1054,1162,Computer science,Overview of SpaCy,1308,False,11197,Data science,907,11203,https://hyperskill.org/topics/1054
1055,[],3,[907],True,"[1162, 962, 907]",[1054],2-1055,1162,Computer science,Introduction to Stanza,1309,False,11215,Data science,907,11220,https://hyperskill.org/topics/1055
1331,"[1775, 1776]",3,[1169],False,"[1162, 962, 1169]","[1775, 1776]",2-1331,1162,Computer science,Scikit-learn,1312,False,,Data science,1169,,https://hyperskill.org/topics/1331
1068,[],3,[907],True,"[1162, 962, 907]","[978, 969]",2-1068,1162,Computer science,Word2Vec,1313,False,11328,Data science,907,11337,https://hyperskill.org/topics/1068
206,"[328, 311, 1939]",3,[258],False,"[1162, 1163, 258]","[328, 311, 1939]",2-206,1162,Computer science,Build Tools,1323,False,,Fundamentals,258,,https://hyperskill.org/topics/206
1583,[],3,"[1979, 1856, 126]",True,"[1162, 1163, 126]",[150],2-1583,1162,Computer science,Garbage Collector,1331,False,15163,Fundamentals,126,,https://hyperskill.org/topics/1583
896,"[888, 891, 889, 989, 960]",3,[1141],False,"[525, 1923, 1141]","[888, 891, 889, 989, 960]",2-896,525,Math,Linear operators,1337,False,,Algebra,1141,,https://hyperskill.org/topics/896
1205,"[957, 1817, 958, 425]",3,[331],False,"[1162, 1164, 331]","[957, 1817, 958, 425]",2-1205,1162,Computer science,Code quality,1348,False,,Programming languages,331,,https://hyperskill.org/topics/1205
748,"[478, 639, 1125, 1721, 1197, 1104]",3,[540],False,"[1162, 610, 540]","[478, 639, 1125, 1721, 1197, 1104]",2-748,1162,Computer science,Basic Tags,1354,False,,Frontend,540,,https://hyperskill.org/topics/748
1312,"[1313, 1389, 1747]",3,[620],False,"[1162, 1164, 620]","[1313, 1389, 1747]",2-1312,1162,Computer science,Node.js,1356,False,,Programming languages,620,,https://hyperskill.org/topics/1312
1028,"[1288, 1287]",3,[258],False,"[1162, 1163, 258]","[1288, 1287]",2-1028,1162,Computer science,Git,1362,False,,Fundamentals,258,,https://hyperskill.org/topics/1028
1689,[1690],3,[258],False,"[1162, 1163, 258]",[1690],2-1689,1162,Computer science,Docker,1365,False,,Fundamentals,258,,https://hyperskill.org/topics/1689
1328,"[1035, 1059, 1680, 1841, 1679, 1901]",3,[1168],False,"[1162, 962, 1168]","[1035, 1059, 1680, 1841, 1679, 1901]",2-1328,1162,Computer science,Classification,1373,False,,Data science,1168,,https://hyperskill.org/topics/1328
1183,[],3,[1175],True,"[525, 1927, 1175]",[1075],2-1183,525,Math,Optimization problems,1375,False,12180,Computational math,1175,12184,https://hyperskill.org/topics/1183
1737,"[1879, 1880, 1878]",3,[737],False,"[1162, 1164, 737]","[1879, 1880, 1878]",2-1737,1162,Computer science,Basic syntax,1378,False,,Programming languages,737,,https://hyperskill.org/topics/1737
1547,"[1629, 1807, 1938, 1936, 1937]",3,[1492],False,"[1162, 1164, 1492]","[1629, 1807, 1938, 1936, 1937]",2-1547,1162,Computer science,Types and data structures,1383,False,,Programming languages,1492,,https://hyperskill.org/topics/1547
1251,"[1522, 461, 504, 1505, 1646, 1418, 1987]",3,[209],False,"[1162, 1164, 209]","[1522, 461, 504, 1505, 1646, 1418, 1987]",2-1251,1162,Computer science,Additional Instruments,1391,False,,Programming languages,209,,https://hyperskill.org/topics/1251
878,"[1781, 1587, 1052, 879, 1494, 1275, 1022, 1196, 1198]",3,[588],False,"[1162, 610, 588]","[1781, 1587, 1052, 879, 1494, 1275, 1022, 1196, 1198]",2-878,1162,Computer science,Advanced features,1395,False,,Frontend,588,,https://hyperskill.org/topics/878
947,"[948, 1399]",3,[588],False,"[1162, 610, 588]","[948, 1399]",2-947,1162,Computer science,Animation,1397,False,,Frontend,588,,https://hyperskill.org/topics/947
1050,"[1093, 1314, 1315, 642, 1051]",3,[588],False,"[1162, 610, 588]","[1093, 1314, 1315, 642, 1051]",2-1050,1162,Computer science,Positioning,1399,False,,Frontend,588,,https://hyperskill.org/topics/1050
754,"[660, 658, 661, 1102, 614, 1105]",3,[588],False,"[1162, 610, 588]","[660, 658, 661, 1102, 614, 1105]",2-754,1162,Computer science,Basic properties,1401,False,,Frontend,588,,https://hyperskill.org/topics/754
924,"[1094, 1049, 601, 1586, 1005, 925]",3,[588],False,"[1162, 610, 588]","[1094, 1049, 601, 1586, 1005, 925]",2-924,1162,Computer science,Working with text,1404,False,,Frontend,588,,https://hyperskill.org/topics/924
1588,[],3,"[1300, 1514]",True,"[1162, 1163, 1514]","[1574, 1627, 1597, 1552]",2-1588,1162,Computer science,Design tips and rules,1409,False,15205,Fundamentals,1514,,https://hyperskill.org/topics/1588
1530,"[1728, 1531, 1794]",3,[1492],False,"[1162, 1164, 1492]","[1728, 1531, 1794, 1785]",2-1530,1162,Computer science,Control flow,1414,False,,Programming languages,1492,,https://hyperskill.org/topics/1530
1496,"[1829, 1786, 1497, 1506, 1785]",3,[1492],False,"[1162, 1164, 1492]","[1829, 1786, 1497, 1506, 1785]",2-1496,1162,Computer science,Basics,1415,False,,Programming languages,1492,,https://hyperskill.org/topics/1496
1766,[1767],3,[1492],False,"[1162, 1164, 1492]",[1767],2-1766,1162,Computer science,Working with data,1422,False,,Programming languages,1492,,https://hyperskill.org/topics/1766
1887,"[1891, 1892, 1894, 1928]",3,[1492],False,"[1162, 1164, 1492]","[1891, 1892, 1894, 1928]",2-1887,1162,Computer science,Object-Oriented Programming,1425,False,,Programming languages,1492,,https://hyperskill.org/topics/1887
1749,"[1750, 1914, 1893]",3,[1492],False,"[1162, 1164, 1492]","[1750, 1914, 1893]",2-1749,1162,Computer science,Functions,1427,False,,Programming languages,1492,,https://hyperskill.org/topics/1749
821,"[524, 541, 542, 560, 781, 1369, 890]",3,[1141],False,"[525, 1923, 1141]","[524, 541, 542, 560, 781, 1369, 890]",2-821,525,Math,Matrices,1429,False,,Algebra,1141,,https://hyperskill.org/topics/821
726,[],3,"[826, 1422, 1845, 1319]",True,"[525, 1924, 826]",[723],2-726,525,Math,Properties of functions,1431,False,8865,Fundamentals,826,8871,https://hyperskill.org/topics/726
1191,"[1019, 1075, 1114, 1155, 1153, 1154, 1152, 1285, 1422]",3,[938],False,"[525, 1922, 938]","[1019, 1075, 1114, 1155, 1153, 1154, 1152, 1285, 1422]",2-1191,525,Math,Derivatives,1434,False,,Analysis,938,,https://hyperskill.org/topics/1191
1845,[],3,[1844],True,"[525, 1221, 1844]","[1546, 726]",2-1845,525,Math,Continuous random variable,1435,False,17189,Probability,1844,,https://hyperskill.org/topics/1845
1222,"[1319, 1320, 1421]",3,[938],False,"[525, 1922, 938]","[1319, 1320, 1421]",2-1222,525,Math,Multivariable calculus,1440,False,,Analysis,938,,https://hyperskill.org/topics/1222
370,[],3,"[384, 1146, 361]",True,"[525, 1927, 361]",[362],2-370,525,Math,Converting from decimal to binary,1443,False,5614,Computational math,361,5620,https://hyperskill.org/topics/370
1435,"[1437, 1474, 1592, 1724, 1788]",3,[458],False,"[1162, 1166, 458]","[1437, 1474, 1592, 1724, 1788]",2-1435,1162,Computer science,Spring Security,1451,False,,Backend,458,,https://hyperskill.org/topics/1435
1753,"[1885, 1754]",3,[458],False,"[1162, 1166, 458]","[1885, 1754]",2-1753,1162,Computer science,Monitoring and deploying Spring Boot applications,1453,False,,Backend,458,,https://hyperskill.org/topics/1753
369,[],3,"[384, 361]",True,"[525, 1927, 361]",[362],2-369,525,Math,Converting from binary to decimal,1455,False,5622,Computational math,361,5628,https://hyperskill.org/topics/369
384,[],3,"[385, 361]",True,"[525, 1927, 361]","[368, 370, 369]",2-384,525,Math,1s Complement,1456,False,5745,Computational math,361,5749,https://hyperskill.org/topics/384
385,[],3,"[20, 1488, 361]",True,"[525, 1927, 361]",[384],2-385,525,Math,2s Complement,1457,False,5753,Computational math,361,8324,https://hyperskill.org/topics/385
252,"[74, 3, 153, 188, 35, 306]",3,[73],False,"[1162, 1164, 73]","[74, 3, 153, 188, 35, 306]",2-252,1162,Computer science,Basics,1460,False,,Programming languages,73,,https://hyperskill.org/topics/252
1232,"[242, 576, 1112, 247, 1549, 246]",3,[209],False,"[1162, 1164, 209]","[242, 576, 1112, 247, 1549, 246]",2-1232,1162,Computer science,Types and data structures,1463,False,,Programming languages,209,,https://hyperskill.org/topics/1232
1656,"[1664, 1657, 1658, 1961]",3,[520],False,"[1162, 1163, 520]","[1664, 1657, 1658, 1961]",2-1656,1162,Computer science,DBMS,1467,False,,Fundamentals,520,,https://hyperskill.org/topics/1656
714,"[715, 1736, 716, 1978, 736, 1884, 852, 1971, 1976]",3,[458],False,"[1162, 1166, 458]","[715, 1736, 716, 1978, 736, 1884, 852, 1971, 1976]",2-714,1162,Computer science,Spring Data,1469,False,,Backend,458,,https://hyperskill.org/topics/714
1290,"[1150, 1499, 1498, 1230, 1291, 1300, 1452]",3,[456],False,"[1162, 1167, 456]","[1150, 1499, 1498, 1230, 1291, 1300, 1452]",2-1290,1162,Computer science,User Interface,1480,False,,Mobile,456,,https://hyperskill.org/topics/1290
927,"[554, 1082]",3,[540],False,"[1162, 610, 540]","[554, 1082]",2-927,1162,Computer science,Code style,1484,False,,Frontend,540,,https://hyperskill.org/topics/927
946,"[1652, 1655, 945, 1654, 1836, 1651, 944]",3,[520],False,"[1162, 1163, 520]","[1652, 1655, 945, 1654, 1836, 1651, 944]",2-946,1162,Computer science,Basics SQL,1488,False,,Fundamentals,520,,https://hyperskill.org/topics/946
1032,[],3,[822],True,"[525, 1221, 822]",[1000],2-1032,525,Math,Geometric interpretation of probability,1495,False,10924,Probability,822,10931,https://hyperskill.org/topics/1032
1616,"[281, 322, 563, 279]",3,[521],False,"[1162, 1163, 521]","[281, 322, 563, 279]",2-1616,1162,Computer science,Data structures,1503,False,,Fundamentals,521,,https://hyperskill.org/topics/1616
1606,"[1609, 1607, 1620, 1608]",3,[521],False,"[1162, 1163, 521]","[1609, 1607, 1620, 1608]",2-1606,1162,Computer science,Algorithms,1511,False,,Fundamentals,521,,https://hyperskill.org/topics/1606
1602,"[1373, 1591, 1139]",3,[1169],False,"[1162, 962, 1169]","[1373, 1591, 1139]",2-1602,1162,Computer science,Pandas,1520,False,,Data science,1169,,https://hyperskill.org/topics/1602
1188,"[608, 679, 707, 776]",3,[357],False,"[1162, 1163, 357]","[608, 679, 707, 776]",2-1188,1162,Computer science,Programming concepts,1525,False,,Fundamentals,357,,https://hyperskill.org/topics/1188
1177,[1178],3,[258],False,"[1162, 1163, 258]",[1178],2-1177,1162,Computer science,Cloud platforms,1529,False,,Fundamentals,258,,https://hyperskill.org/topics/1177
1181,"[450, 1638, 451, 1641, 486, 474, 913, 1828, 1751]",3,[446],False,"[1162, 1166, 446]","[450, 1638, 451, 1641, 486, 474, 913, 1828, 1751]",2-1181,1162,Computer science,Launching server,1531,False,,Backend,446,,https://hyperskill.org/topics/1181
1557,"[982, 1839, 1963, 836, 690, 1347, 445]",3,[331],False,"[1162, 1164, 331]","[982, 1839, 1963, 836, 690, 1347, 445]",2-1557,1162,Computer science,Python libraries,1536,False,,Programming languages,331,,https://hyperskill.org/topics/1557
1944,[],3,"[1945, 1941]",True,"[1162, 1166, 1941]",[],2-1944,1162,Computer science,Kotlin For Backend Introduction,1538,False,17813,Backend,1941,,https://hyperskill.org/topics/1944
1942,[1945],3,[1941],False,"[1162, 1166, 1941]",[1945],2-1942,1162,Computer science,Ktor Introduction,1540,False,,Backend,1941,,https://hyperskill.org/topics/1942
1946,[],3,[1941],True,"[1162, 1166, 1941]",[1945],2-1946,1162,Computer science,Ktor Plugins System,1541,False,17829,Backend,1941,,https://hyperskill.org/topics/1946
1803,"[1798, 1797]",3,[1169],False,"[1162, 962, 1169]","[1798, 1797]",2-1803,1162,Computer science,Visualization,1561,False,,Data science,1169,,https://hyperskill.org/topics/1803
1463,"[1688, 1464, 1475, 718]",3,[357],False,"[1162, 1163, 357]","[1688, 1464, 1475, 718]",2-1463,1162,Computer science,Computer graphics,1565,False,,Fundamentals,357,,https://hyperskill.org/topics/1463
1329,[1073],3,[1168],False,"[1162, 962, 1168]",[1073],2-1329,1162,Computer science,Clustering,1567,False,,Data science,1168,,https://hyperskill.org/topics/1329
1853,"[1877, 1916]",3,[1175],False,"[525, 1927, 1175]","[1877, 1916]",2-1853,525,Math,Linear programming,1573,False,,Computational math,1175,,https://hyperskill.org/topics/1853
1856,[],3,[126],True,"[1162, 1163, 126]",[1583],2-1856,1162,Computer science,Garbage collection approaches,1578,False,17271,Fundamentals,126,,https://hyperskill.org/topics/1856
1665,"[1666, 1667, 1668]",3,[520],False,"[1162, 1163, 520]","[1666, 1667, 1668]",2-1665,1162,Computer science,DB Theory,1582,False,,Fundamentals,520,,https://hyperskill.org/topics/1665
1698,"[1699, 1704, 1718, 1948]",3,[1492],False,"[1162, 1164, 1492]","[1699, 1704, 1718, 1948]",2-1698,1162,Computer science,Packages and modules,1591,False,,Programming languages,1492,,https://hyperskill.org/topics/1698
1920,[1921],3,[1918],False,"[525, 1220, 1918]",[1921],2-1920,525,Math,Normal-form games,1595,False,,Discrete math,1918,,https://hyperskill.org/topics/1920
1462,"[1536, 1729, 1465, 1959, 1974]",3,[357],False,"[1162, 1163, 357]","[1536, 1729, 1465, 1959, 1974]",2-1462,1162,Computer science,Security,1599,False,,Fundamentals,357,,https://hyperskill.org/topics/1462
1190,"[1791, 895, 1099, 939, 940, 1018, 1098]",3,[938],False,"[525, 1922, 938]","[1791, 895, 1099, 939, 940, 1018, 1098]",2-1190,525,Math,Limits,1601,False,,Analysis,938,,https://hyperskill.org/topics/1190
